address,price,beds,baths,sqft,lastSoldDate,included_in_baseline,url
"14449 Northern Blvd #620",964237,0,0,823,"2025-06-03T07:00:00Z","YES","https://www.redfin.com/NY/Flushing/14449-Northern-Blvd-11354/unit-620/home/192271250"
"92 Perry St #11",975000,0,0,418,"2025-04-25T07:00:00Z","YES","https://www.redfin.com/NY/New-York/92-Perry-St-10014/unit-11/home/45194352"
"4711 Jayson Ave",975000,3,1.5,1948,"2025-04-09T07:00:00Z","YES","https://www.redfin.com/NY/Great-Neck/4711-Jayson-Ave-11020/home/20581060"
"550 Vanderbilt Ave #618",980000,0,0,646,"2025-04-02T07:00:00Z","YES","https://www.redfin.com/NY/Brooklyn/550-Vanderbilt-Ave-11238/unit-618/home/115548604"
"14406 Coolidge Ave",990000,0,0,2033,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/NY/Jamaica/14406-Coolidge-Ave-11435/home/20763809"
"13437 35th Ave Unit 8D",990000,0,0,855,"2025-04-08T07:00:00Z","YES","https://www.redfin.com/NY/Flushing/13437-35th-Ave-11354/unit-8D/home/173223102"
"2130 E 34th St",995000,0,0,2144,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/NY/Brooklyn/2130-E-34th-St-11234/home/40903458"
"13512 120th St",995000,0,0,2500,"2025-05-14T07:00:00Z","YES","https://www.redfin.com/NY/South-Ozone-Park/13512-120th-St-11420/home/20716488"
"108-26 49th Ave",995000,5,4,2044,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/NY/Corona/10826-49th-Ave-11368/home/20920156"
"42 Harris Ln",996000,4,3.25,2686,"2025-05-20T07:00:00Z","YES","https://www.redfin.com/NY/Staten-Island/42-Harris-Ln-10309/home/194402930"
"2614 93rd St",999000,0,0,1656,"2025-04-18T07:00:00Z","YES","https://www.redfin.com/NY/East-Elmhurst/2614-93rd-St-11369/home/20933695"
"320 Weirfield St",999000,0,0,2320,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/NY/Brooklyn/320-Weirfield-St-11237/home/40750109"
"416 W 52nd St #417",999000,0,0,827,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/NY/New-York/416-W-52nd-St-10019/unit-417/home/114435930"
"3123 97th St",1040000,0,0,1596,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/NY/East-Elmhurst/3123-97th-St-11369/home/20929454"
"1305 Clay Ave",1080000,0,0,3192,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/NY/Bronx/1305-Clay-Ave-10456/home/44726388"
