# Miami, FL Baseline Calculation Summary
# Generated: 2025-06-25T06:44:58.200Z
# Baseline Period: 90 days
# Total Sales Found: 349
# Sales Used for Baseline: 342
# Outliers Removed: 7
# Calculated Baseline: $582,500
# Price Range (after outliers): $118,000 - $4,050,000
# Median Calculation: Average of middle two values ($580,000 + $585,000) ÷ 2
#
address,price,beds,baths,sqft,lastSoldDate,included_in_baseline,url
"2889 McFarlane Rd #1014",550000,1,1,693,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2889-McFarlane-Rd-33133/unit-1014/home/43275994"
"330 SW 78th Ave",550000,3,1,1404,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/FL/Miami/330-SW-78th-Ave-33144/home/43045882"
"2889 McFarlane Rd #1911",550000,1,2,686,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2889-McFarlane-Rd-33133/unit-1911/home/43272011"
"1302 SW 138th Pl",554000,3,2,1453,"2025-04-23T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1302-SW-138th-Pl-33184/home/43109636"
"6371 SW 34th St",555000,2,1,895,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/6371-SW-34th-St-33155/home/43424085"
"11810 SW 171st Ter",556000,3,2,1424,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11810-SW-171st-Ter-33177/home/43211158"
"335 NW 100th St",560000,4,2,1596,"2025-04-07T07:00:00Z","YES","https://www.redfin.com/FL/Miami/335-NW-100th-St-33150/home/43423540"
"1800 N Bayshore Dr #3311",560000,1,1.5,1095,"2025-04-28T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1800-N-Bayshore-Dr-33132/unit-3311/home/43389667"
"10855 SW 145th Ct",560000,3,2,1423,"2025-05-20T07:00:00Z","YES","https://www.redfin.com/FL/Miami/10855-SW-145th-Ct-33186/home/43190703"
"18254 SW 143rd Pl",564000,3,2,1169,"2025-04-07T07:00:00Z","YES","https://www.redfin.com/FL/Miami/18254-SW-143rd-Pl-33177/home/43210655"
"20512 SW 117th Ct",565000,4,2,1604,"2025-04-18T07:00:00Z","YES","https://www.redfin.com/FL/Miami/20512-SW-117th-Ct-33177/home/43228319"
"5410 SW 7th St",565000,3,2,1476,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/FL/Coral-Gables/5410-SW-7th-St-33134/home/42742651"
"11624 SW 135th Ln",565000,4,2,1414,"2025-05-23T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11624-SW-135th-Ln-33176/home/43159961"
"9420 SW 170th Psge",575000,5,4,2312,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/FL/Miami/9420-SW-170th-Psge-33196/home/55258345"
"16901 SW 108th Ave",578000,4,2,1616,"2025-04-01T07:00:00Z","YES","https://www.redfin.com/FL/Miami/16901-SW-108th-Ave-33157/home/43172875"
"955 SW 154th Path",580000,3,2,1900,"2025-04-28T07:00:00Z","YES","https://www.redfin.com/FL/Miami/955-SW-154th-Path-33194/home/43315059"
"2145 NW 133rd St",580000,3,2,2143,"2025-05-08T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2145-NW-133rd-St-33167/home/43004948"
"338 NW 51st St",580000,2,1,923,"2025-06-03T07:00:00Z","YES","https://www.redfin.com/FL/Miami/338-NW-51st-St-33127/home/42689696"
"12273 SW 27th St",580000,3,2,1476,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/12273-SW-27th-St-33175/home/43106826"
"20927 SW 124th Avenue Rd",585000,3,2,1350,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/FL/Miami/20927-SW-124th-Avenue-Rd-33177/home/43223824"
"8514 SW 163rd Pl",590000,3,3,1574,"2025-04-16T07:00:00Z","YES","https://www.redfin.com/FL/Miami/8514-SW-163rd-Pl-33193/home/43137954"
"11276 SW 159th Ave",595000,4,3,2124,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11276-SW-159th-Ave-33196/home/43180416"
"11490 W Golf Dr",599500,4,2,1490,"2025-04-07T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11490-W-Golf-Dr-33167/home/113396892"
"5700 SW 112th Ct",599999,3,2,1471,"2025-04-18T07:00:00Z","YES","https://www.redfin.com/FL/Miami/5700-SW-112th-Ct-33173/home/43090284"
"12274 SW 144th Ter",600000,4,2.5,0,"2025-06-17T07:00:00Z","YES","https://www.redfin.com/FL/Miami/12274-SW-144th-Ter-33186/home/194886615"
"14819 SW 60th St",600000,3,2,1395,"2025-06-16T07:00:00Z","YES","https://www.redfin.com/FL/Miami/14819-SW-60th-St-33193/home/43133303"
"8564 SW 114th Ct #8564",600000,3,2,1580,"2025-04-17T07:00:00Z","YES","https://www.redfin.com/FL/Miami/8564-SW-114th-Ct-33173/home/43093785"
"11646 SW 91st Ter",609000,3,2,1890,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11646-SW-91st-Ter-33176/home/43153966"
"22550 SW 124 Ct Unit B",609990,5,3,2518,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/FL/Goulds/22550-SW-124th-Ct-33170/unit-B/home/194463771"
"11345 SW 152nd Ter",610000,3,2,1791,"2025-04-24T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11345-SW-152nd-Ter-33157/home/43171535"
"16323 SW 57th St",610000,4,2,1577,"2025-04-16T07:00:00Z","YES","https://www.redfin.com/FL/Miami/16323-SW-57th-St-33193/home/43273545"
"9652 SW 164th Ct",610000,3,2.5,1528,"2025-06-02T07:00:00Z","YES","https://www.redfin.com/FL/Miami/9652-SW-164th-Ct-33196/home/43429146"
"2739 SW 131st Pl",615000,3,2,1528,"2025-06-18T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2739-SW-131st-Pl-33175/home/43113752"
"265 NW 64th Ct",618000,3,2,1277,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/FL/Miami/265-NW-64th-Ct-33126/home/42731828"
"4584 SW 127th Pl",620000,3,1,1296,"2025-04-17T07:00:00Z","YES","https://www.redfin.com/FL/Miami/4584-SW-127th-Pl-33175/home/43124331"
"403 NW 49th St",625000,2,1,850,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/FL/Miami/403-NW-49th-St-33127/home/43449335"
"5331 SW 1st St",625000,4,2.5,1624,"2025-04-17T07:00:00Z","YES","https://www.redfin.com/FL/Coral-Gables/5331-SW-1st-St-33134/home/42741285"
"1625 NW 147th St Dr",625000,4,2,1632,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1625-NW-147th-Street-Dr-33167/home/43000392"
"11783 SW 92nd Ter",625000,3,2.5,1721,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11783-SW-92nd-Ter-33186/home/43169733"
"11259 SW 4th St",630000,5,3,1875,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11259-SW-4th-St-33174/home/42929561"
"7425 SW 108th Ave",630000,3,2.5,1733,"2025-06-11T07:00:00Z","YES","https://www.redfin.com/FL/Miami/7425-SW-108th-Ave-33173/home/43094107"
"5490 SW 57th Ave",630000,2,2,901,"2025-06-11T07:00:00Z","YES","https://www.redfin.com/FL/Miami/5490-SW-57th-Ave-33155/home/43088014"
"7435 SW 34th Ter",635000,4,3,1750,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/7435-SW-34th-Ter-33155/home/43068588"
"22514 SW 124 Ct Unit A",639990,5,4,2502,"2025-05-21T07:00:00Z","YES","https://www.redfin.com/FL/Goulds/22514-SW-124th-Ct-33170/unit-A/home/194463907"
"1300 Brickell Bay Dr #2404",640000,1,1,701,"2025-06-02T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1300-Brickell-Bay-Dr-33131/unit-2404/home/55272885"
"13540 SW 180th Ter",640000,3,2,1836,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/FL/Miami/13540-SW-180th-Ter-33177/home/43466916"
"5491 SW 90th Ct",640000,3,2,1189,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/FL/Miami/5491-SW-90th-Ct-33165/home/43083638"
"960 NW 50th St",640000,3,2,1368,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/FL/Miami/960-NW-50th-St-33127/home/42682638"
"1437 NW 30th St",644000,5,4,1748,"2025-04-17T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1437-NW-30th-St-33142/home/42685827"
"4925 SW 143rd Ave",645000,3,2,1603,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/FL/Miami/4925-SW-143rd-Ave-33175/home/43115744"
"1431 NE 201st Ter",645200,3,2,2384,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1431-NE-201st-Ter-33179/home/43466003"
"22541 SW 125 Ave Unit B",649990,5,3,0,"2025-06-20T07:00:00Z","YES","https://www.redfin.com/FL/Goulds/22541-SW-125th-Ave-33170/unit-B/home/194475777"
"237 SW 13th St #202",650000,1,1,740,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/FL/Miami/237-SW-13th-St-33130/unit-202/home/42761017"
"535 SW 91st Pl",650000,4,3.5,1857,"2025-06-02T07:00:00Z","YES","https://www.redfin.com/FL/Miami/535-SW-91st-Pl-33174/home/145576896"
"9281 SW 136th St Cir",650000,2,2,1578,"2025-04-14T07:00:00Z","YES","https://www.redfin.com/FL/Miami/9281-SW-136th-Street-Cir-33176/home/43156096"
"14069 SW 160 Ct",650000,3,2,1488,"2025-04-09T07:00:00Z","YES","https://www.redfin.com/FL/Miami/14069-SW-160th-Ct-33196/home/43263854"
"4345 SW 112th Ave",650000,3,2,1334,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/FL/Miami/4345-SW-112th-Ave-33165/home/43077527"
"4249 SW 147th Ct",650500,3,3.5,1406,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/4249-SW-147th-Ct-33185/home/43121796"
"15386 SW 115th Ter",651000,3,2,1688,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/FL/Miami/15386-SW-115th-Ter-33196/home/43189690"
"19663 SW 119th Ct",655000,3,2,1593,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/FL/Miami/19663-SW-119th-Ct-33177/home/43224997"
"2929 NW 22nd Ct",660000,9,6,1880,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2929-NW-22nd-Ct-33142/home/42691919"
"7815 SW 127th Ct",669000,3,2,1612,"2025-04-24T07:00:00Z","YES","https://www.redfin.com/FL/Miami/7815-SW-127th-Ct-33183/home/43137674"
"14026 SW 155th Ct",670000,4,3,2032,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/FL/Miami/14026-SW-155th-Ct-33196/home/43199888"
"11255 E Golf Dr",670000,4,3,2200,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11255-E-Golf-Dr-33167/home/168146363"
"475 Brickell Ave #3813",675000,2,2,1012,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/FL/Miami/475-Brickell-Ave-33131/unit-3813/home/42675989"
"3265 Virginia St #13",677600,2,1,681,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3265-Virginia-St-33133/unit-13/home/43293091"
"13607 SW 114th Ln",685000,3,2,1666,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/FL/Miami/13607-SW-114th-Ln-33186/home/43188063"
"9855 SW 82nd Ter",687500,4,2,1460,"2025-04-24T07:00:00Z","YES","https://www.redfin.com/FL/Miami/9855-SW-82nd-Ter-33173/home/43085494"
"2401 NW 32nd St",690000,10,6,2054,"2025-06-10T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2401-NW-32nd-St-33142/home/42693381"
"7902 NE 8th Ct",700000,3,2,1220,"2025-05-13T07:00:00Z","YES","https://www.redfin.com/FL/Miami/7902-NE-8th-Ct-33138/home/43409258"
"237 SW 13th St #208",700000,1,1,740,"2025-04-24T07:00:00Z","YES","https://www.redfin.com/FL/Miami/237-SW-13th-St-33130/unit-208/home/42763007"
"10220 SW 141st St",700000,4,2.5,2836,"2025-05-14T07:00:00Z","YES","https://www.redfin.com/FL/Miami/10220-SW-141st-St-33176/home/43163435"
"2270 SW 23rd Ter",700000,2,2,1262,"2025-05-16T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2270-SW-23rd-Ter-33145/home/42752620"
"7831 SW 162nd Ct",704000,4,3,2578,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/7831-SW-162nd-Ct-33193/home/43140724"
"7885 SW 36th St",705000,3,2,1880,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/FL/Miami/7885-SW-36th-St-33155/home/43069420"
"9936 NW 10th St",705000,3,2,1579,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/9936-NW-10th-St-33172/home/50121630"
"16617 SW 81st Ter",708000,4,2,2320,"2025-04-11T07:00:00Z","YES","https://www.redfin.com/FL/Miami/16617-SW-81st-Ter-33193/home/43299294"
"405 SW 91st Pl",710000,4,3.5,1948,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/FL/Miami/405-SW-91st-Pl-33174/home/145576869"
"14432 SW 92nd Ter",710000,4,2.5,2358,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/FL/Miami/14432-SW-92nd-Ter-33186/home/43182949"
"14916 SW 139th Pl",710000,4,2,2215,"2025-06-10T07:00:00Z","YES","https://www.redfin.com/FL/Miami/14916-SW-139th-Pl-33186/home/43192343"
"5019 SW 154th Ct",715000,4,2.5,2015,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/FL/Miami/5019-SW-154th-Ct-33185/home/43119859"
"8760 SW 20th St",715000,3,1,1242,"2025-04-25T07:00:00Z","YES","https://www.redfin.com/FL/Miami/8760-SW-20th-St-33165/home/43060415"
"16413 SW 81st Ter",720000,4,3,2080,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/FL/Miami/16413-SW-81st-Ter-33193/home/43308302"
"185 NW 115th St",720000,2,2,1207,"2025-04-22T07:00:00Z","YES","https://www.redfin.com/FL/Miami/185-NW-115th-St-33168/home/43003878"
"88 SW 7th St #3507",725000,1,1.5,997,"2025-04-01T07:00:00Z","YES","https://www.redfin.com/FL/Miami/88-SW-7th-St-33130/unit-3507/home/110142045"
"4904 SW 140th Ct",730000,5,3,1778,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/FL/Miami/4904-SW-140th-Ct-33175/home/43116871"
"1717 N Bayshore Dr Unit A-2650",735000,2,2,1602,"2025-04-02T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1717-N-Bayshore-Dr-33132/unit-A-2650/home/194955880"
"555 NE 30th St #601",735000,2,2,1263,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/555-NE-30th-St-33137/unit-601/home/42725027"
"1717 N Bayshore Dr Unit A2650",735000,2,2,1602,"2025-04-08T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1717-N-Bayshore-Dr-33132/unit-A2650/home/42727072"
"2342 SW 128th Ave",740000,3,1,2182,"2025-06-04T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2342-SW-128th-Ave-33175/home/43104775"
"166 NW 41st St",750000,4,2,1492,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/166-NW-41st-St-33127/home/42684634"
"17974 SW 137th Pl",750000,3,2.5,1967,"2025-04-24T07:00:00Z","YES","https://www.redfin.com/FL/Miami/17974-SW-137th-Pl-33177/home/43208910"
"14700 SW 151st Ter",750000,4,2.5,2367,"2025-04-28T07:00:00Z","YES","https://www.redfin.com/FL/Miami/14700-SW-151st-Ter-33196/home/43198024"
"13855 SW 107th Ter",750000,3,2.5,1974,"2025-05-24T07:00:00Z","YES","https://www.redfin.com/FL/Miami/13855-SW-107th-Ter-33186/home/43182235"
"12700 SW 37th St",755000,4,2.5,2398,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/FL/Miami/12700-SW-37th-St-33175/home/43116108"
"2030 SW 37th Ave #704",760000,3,2,1408,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/FL/Coral-Gables/2030-SW-37th-Ave-33134/unit-704/home/43327786"
"21251 SW 187th Ave",760000,4,2,1834,"2025-04-11T07:00:00Z","YES","https://www.redfin.com/FL/Miami/21251-SW-187th-Ave-33187/home/43269680"
"3451 SW 143rd Ct",767500,5,3.5,2174,"2025-04-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3451-SW-143rd-Ct-33175/home/43120042"
"15380 SW 21st Ln",774900,4,3,2766,"2025-06-20T07:00:00Z","YES","https://www.redfin.com/FL/Miami/15380-SW-21st-Ln-33185/home/43275166"
"18360 NE 11th Ave",775000,3,3,1718,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/FL/Miami/18360-NE-11th-Ave-33179/home/43009899"
"9111 SW 12th St",780000,4,4,1754,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/FL/Miami/9111-SW-12th-St-33174/home/43062250"
"821 SW 31st Ct",782500,2,1,1100,"2025-05-16T07:00:00Z","YES","https://www.redfin.com/FL/Miami/821-SW-31st-Ct-33135/home/42746127"
"6080 SW 18th St",785000,4,3,1840,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/FL/Miami/6080-SW-18th-St-33155/home/43065789"
"6042 SW 159th Ct",785000,5,3,2595,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/FL/Miami/6042-SW-159th-Ct-33193/home/43292784"
"2261 SW 17th St",787400,4,2,2270,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2261-SW-17th-St-33145/home/42749761"
"350 NE 70th St",790000,0,0,0,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/FL/Miami/350-NE-70th-St-33138/home/180398688"
"221, 223 SW 112th Ave",790000,13,13,2413,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/221-SW-112th-Ave-33174/home/42917902"
"13925 S Biscayne River Rd",795000,3,2,1520,"2025-06-17T07:00:00Z","YES","https://www.redfin.com/FL/Miami/13925-S-Biscayne-River-Rd-33161/home/42991311"
"3124 SW 154th Pl",800000,4,3,2997,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3124-SW-154th-Pl-33185/home/43471200"
"186 SE 12th Ter #1207",803000,1,1,730,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/FL/Miami/186-SE-12th-Ter-33131/unit-1207/home/43453792"
"176 NE 43rd St",810000,2,1,1588,"2025-04-23T07:00:00Z","YES","https://www.redfin.com/FL/Miami/176-NE-43rd-St-33137/home/42692044"
"8955 SW 125th Ter",825000,4,2,1408,"2025-04-25T07:00:00Z","YES","https://www.redfin.com/FL/Miami/8955-SW-125th-Ter-33176/home/43151353"
"2159 SW 23rd St",828000,2,1,1480,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2159-SW-23rd-St-33145/home/42745550"
"3220 SW 94th Ct",830000,4,3,1839,"2025-04-18T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3220-SW-94th-Ct-33165/home/43072777"
"10541 SW 123rd Ave",835000,4,2,1678,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/FL/Miami/10541-SW-123rd-Ave-33186/home/43184938"
"7501 SW 145th Ave",840000,4,2,2228,"2025-04-21T07:00:00Z","YES","https://www.redfin.com/FL/Miami/7501-SW-145th-Ave-33183/home/43144427"
"11580 SW 112th Avenue Rd",846000,3,2,1528,"2025-05-28T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11580-SW-112th-Avenue-Rd-33176/home/43150979"
"16631 SW 57th St",850000,4,2.5,1997,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/FL/Miami/16631-SW-57th-St-33193/home/43355946"
"12915 SW 81st Ave",850000,3,2,2000,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/FL/Pinecrest/12915-SW-81st-Ave-33156/home/42919636"
"15553 SW 95th St",850000,4,3.5,2062,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/FL/Miami/15553-SW-95th-St-33196/home/43184514"
"1561 SW 23rd Ter",851000,10,6,2140,"2025-04-16T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1561-SW-23rd-Ter-33145/home/42761550"
"1520 NE 108th St",855000,3,2,1734,"2025-04-23T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1520-NE-108th-St-33161/home/43019481"
"1244 SW 14th St",855000,3,3,2196,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1244-SW-14th-St-33145/home/42758094"
"11743 SW 102nd Ct",875000,3,2,1524,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11743-SW-102nd-Ct-33176/home/43156332"
"12505 SW 99th Ave",890000,4,2,2057,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/12505-SW-99th-Ave-33176/home/43160130"
"8240 SW 96th St",890000,3,2,1760,"2025-04-09T07:00:00Z","YES","https://www.redfin.com/FL/Miami/8240-SW-96th-St-33156/home/43139527"
"3265 Virginia St #7",891900,2,2,1081,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3265-Virginia-St-33133/unit-7/home/43433693"
"2861 SW 150th Ct",900000,4,3.5,2350,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2861-SW-150th-Ct-33185/home/170639554"
"15723 SW 60th St",900000,4,3,2630,"2025-05-12T07:00:00Z","YES","https://www.redfin.com/FL/Miami/15723-SW-60th-St-33193/home/43270620"
"8445 SW 110th St",900000,3,2.5,2132,"2025-04-25T07:00:00Z","YES","https://www.redfin.com/FL/Miami/8445-SW-110th-St-33156/home/43147888"
"2755 Coconut Ave #2755",910000,2,2.5,1997,"2025-04-01T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2755-Coconut-Ave-33133/unit-2755/home/43343262"
"3255 William Ave",910000,4,2,1320,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3255-William-Ave-33133/home/42755077"
"1001 NE 82nd St",921000,5,5,1950,"2025-04-14T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1001-NE-82nd-St-33138/home/42715244"
"3265 Virginia St #4",950000,2,2,1072,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3265-Virginia-St-33133/unit-4/home/43293083"
"3265 Virginia St #3",950000,2,2,1072,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3265-Virginia-St-33133/unit-3/home/43310634"
"2273 SW 5 St",960000,6,4,2346,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2273-SW-5th-St-33135/home/42735197"
"11345 SW 99th Ct",965500,4,2,2635,"2025-06-17T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11345-SW-99th-Ct-33176/home/43154939"
"14801 SW 136th Pl",974000,4,2,2496,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/14801-SW-136th-Pl-33186/home/43202137"
"3161 SW 11th St",975000,4,2,2011,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3161-SW-11th-St-33135/home/42742073"
"19780 SW 208th St",979999,5,3,2489,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/FL/Miami/19780-SW-208th-St-33187/home/43228258"
"8930 SW 68th St",980000,5,3.5,3149,"2025-04-10T07:00:00Z","YES","https://www.redfin.com/FL/Miami/8930-SW-68th-St-33173/home/43082507"
"426 NW 143rd St",1000000,5,4,3991,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/FL/Miami/426-NW-143rd-St-33168/home/43456118"
"8325 SW 2nd St",1050000,3,3,2472,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/FL/Miami/8325-SW-2nd-St-33144/home/43046063"
"21480 Highland Lakes Blvd",1050000,3,2,1919,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/FL/Miami/21480-Highland-Lakes-Blvd-33179/home/42962576"
"12910 NW 6th Ter",1050000,4,3,2912,"2025-06-11T07:00:00Z","YES","https://www.redfin.com/FL/Miami/12910-NW-6th-Ter-33182/home/43047009"
"7892 SW 101st Ter",1100000,4,4,2500,"2025-05-23T07:00:00Z","YES","https://www.redfin.com/FL/Miami/7892-SW-101st-Ter-33156/home/43142033"
"8220 SW 133rd St",1100000,4,2.5,1727,"2025-04-10T07:00:00Z","YES","https://www.redfin.com/FL/Pinecrest/8220-SW-133rd-St-33156/home/42917464"
"10305 SW 70th St",1125000,4,3,1879,"2025-05-22T07:00:00Z","YES","https://www.redfin.com/FL/Miami/10305-SW-70th-St-33173/home/43090960"
"7020 SW 95th Ct",1130000,4,2.5,2167,"2025-04-14T07:00:00Z","YES","https://www.redfin.com/FL/Miami/7020-SW-95th-Ct-33173/home/43091744"
"10240 SW 134th St",1147500,4,2,2258,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/FL/Miami/10240-SW-134th-St-33176/home/43458438"
"3558 Florida Ave",1150000,3,2,1388,"2025-04-21T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3558-Florida-Ave-33133/home/42759384"
"10880 SW 120th St",1169000,4,3,2054,"2025-04-07T07:00:00Z","YES","https://www.redfin.com/FL/Miami/10880-SW-120th-St-33176/home/43159886"
"900 Biscayne Blvd #5009",1180000,3,3,1579,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/FL/Miami/900-Biscayne-Blvd-33132/unit-5009/home/42676618"
"8120 SW 62nd Pl",1222500,3,2,1590,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/FL/South-Miami/8120-SW-62nd-Pl-33143/home/43101845"
"533 NW 52nd St #533",1230000,4,3,2450,"2025-04-22T07:00:00Z","YES","https://www.redfin.com/FL/Miami/533-NW-52nd-St-33127/unit-533/home/195000118"
"851 NE 1st Ave #1112",1240000,3,4,2172,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/FL/Miami/851-NE-1st-Ave-33132/unit-1112/home/171960633"
"8624 SW 75th St",1250000,4,2,2450,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/FL/Miami/8624-SW-75th-St-33143/home/43098715"
"10220 SW 82nd Ave",1260000,3,3,2052,"2025-04-11T07:00:00Z","YES","https://www.redfin.com/FL/Miami/10220-SW-82nd-Ave-33156/home/43156946"
"900 Biscayne Blvd #3001",1265000,3,3,1694,"2025-05-21T07:00:00Z","YES","https://www.redfin.com/FL/Miami/900-Biscayne-Blvd-33132/unit-3001/home/43410144"
"7501 Miami View Dr",1300000,2,2,1298,"2025-06-18T07:00:00Z","YES","https://www.redfin.com/FL/North-Bay-Village/7501-Miami-View-Dr-33141/home/196092293"
"1377 SW 22nd Ter #1377",1325000,3,3,2276,"2025-05-23T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1377-SW-22nd-Ter-33145/unit-1377/home/176685716"
"10 Aragon Ave #1505",1350000,3,2,1654,"2025-06-02T07:00:00Z","YES","https://www.redfin.com/FL/Coral-Gables/10-Aragon-Ave-33134/unit-1505/home/43333208"
"1880 NE 211th Ter",1380000,4,4.5,2148,"2025-06-16T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1880-NE-211th-Ter-33179/home/42951683"
"10342 SW 141st St",1400000,4,2.5,2904,"2025-05-12T07:00:00Z","YES","https://www.redfin.com/FL/Miami/10342-SW-141st-St-33176/home/43166318"
"450 Beacom Blvd",1450000,12,6,2475,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Miami/450-Beacom-Blvd-33135/home/42733930"
"25 NW 127th Ave",1450000,6,4,4941,"2025-05-23T07:00:00Z","YES","https://www.redfin.com/FL/Miami/25-NW-127th-Ave-33182/home/43100063"
