# Miami, FL Baseline Calculation Summary
# Generated: 2025-06-25T06:44:58.200Z
# Baseline Period: 90 days
# Total Sales Found: 349
# Sales Used for Baseline: 342
# Outliers Removed: 7
# Calculated Baseline: $582,500
# Price Range (after outliers): $118,000 - $4,050,000
# Median Calculation: Average of middle two values ($580,000 + $585,000) ÷ 2
#
address,price,beds,baths,sqft,lastSoldDate,included_in_baseline,url
"3060 New York St #3060",1460000,3,2.5,2134,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3060-New-York-St-33133/unit-3060/home/43387828"
"4058 Park Ave",1567406,3,3,2930,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/FL/Miami/4058-Park-Ave-33133/home/42759340"
"501 NE 31st St Ph 4401",1580000,4,4.5,2320,"2025-04-16T07:00:00Z","YES","https://www.redfin.com/FL/Miami/501-NE-31st-St-33137/unit-4401/home/79133784"
"6730 SW 88th Ter",1647500,3,3,2944,"2025-06-03T07:00:00Z","YES","https://www.redfin.com/FL/Pinecrest/6730-SW-88th-Ter-33156/home/42916086"
"1900 Tigertail Ave",1650000,2,2,1287,"2025-05-12T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1900-Tigertail-Ave-33133/home/42753889"
"11000 SW 32nd St",1700000,4,2,3214,"2025-04-10T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11000-SW-32nd-St-33165/home/43072260"
"150 NE 50th Ter",1710000,4,3,2438,"2025-04-25T07:00:00Z","YES","https://www.redfin.com/FL/Miami/150-NE-50th-Ter-33137/home/42691579"
"11631 SW 87th Ave",1995000,4,3,3986,"2025-05-31T07:00:00Z","YES","https://www.redfin.com/FL/Miami/11631-SW-87th-Ave-33176/home/43159541"
"20120 NE 21st Ct",2025000,4,3.5,3453,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/FL/Miami/20120-NE-21st-Ct-33179/home/42959315"
"7445 SW 128th St",2150000,4,3.5,1334,"2025-06-16T07:00:00Z","YES","https://www.redfin.com/FL/Pinecrest/7445-SW-128th-St-33156/home/42917515"
"2920 SW 129th Ave",2150000,4,3,4708,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2920-SW-129th-Ave-33175/home/43113049"
"7380 SW 109th Ter",2150000,5,3,2876,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/FL/Pinecrest/7380-SW-109th-Ter-33156/home/42908321"
"2831 S Bayshore Dr #1501",2300000,3,2.5,1281,"2025-06-10T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2831-S-Bayshore-Dr-33133/unit-1501/home/79134147"
"8150 SW 77th St",2300000,3,2,3293,"2025-06-16T07:00:00Z","YES","https://www.redfin.com/FL/Miami/8150-SW-77th-St-33143/home/43090239"
"2935 SW 30th Ct Unit 2935B",2400000,4,3,2936,"2025-04-21T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2935-SW-30th-Ct-33133/unit-2935B/home/170955394"
"2 Grove Isle Dr Unit B1201",2695000,3,2.5,2614,"2025-04-14T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2-Grove-Isle-Dr-33133/unit-B1201/home/42752261"
"1 Grove Isle Dr Unit A1201",2750100,3,2,2614,"2025-04-28T07:00:00Z","YES","https://www.redfin.com/FL/Miami/1-Grove-Isle-Dr-33133/unit-A1201/home/42754645"
"7470 SW 104th St",2999000,0,0,0,"2025-04-17T07:00:00Z","YES","https://www.redfin.com/FL/Pinecrest/7470-SW-104th-St-33156/home/42913451"
"3848 Little Ave",3250000,3,2,1706,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/FL/Miami/3848-Little-Ave-33133/home/42760184"
"848 Brickell Key Dr #4405",3300000,3,3,2767,"2025-04-22T07:00:00Z","YES","https://www.redfin.com/FL/Miami/848-Brickell-Key-Dr-33131/unit-4405/home/43260341"
"10300 SW 63rd Ct",3425000,2,2,1557,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/FL/Pinecrest/10300-SW-63rd-Ct-33156/home/42908619"
"2300 Tequesta Ln",3500000,5,5,3381,"2025-04-17T07:00:00Z","YES","https://www.redfin.com/FL/Miami/2300-Tequesta-Ln-33133/home/42754516"
"866 Belle Meade Island Dr",4000000,3,2,2683,"2025-04-09T07:00:00Z","YES","https://www.redfin.com/FL/Miami/866-Belle-Meade-Island-Dr-33138/home/42726613"
"677 NE 56th St",4050000,4,3.5,2629,"2025-05-21T07:00:00Z","YES","https://www.redfin.com/FL/Miami/677-NE-56th-St-33137/home/42727057"
"7690 Ponce de Leon Rd",5300000,3,4,4987,"2025-06-03T07:00:00Z","NO (outlier)","https://www.redfin.com/FL/Miami/7690-Ponce-de-Leon-Rd-33143/home/43096630"
"4380 Lake Rd",6650000,5,5.5,4334,"2025-06-20T07:00:00Z","NO (outlier)","https://www.redfin.com/FL/Miami/4380-Lake-Rd-33137/home/42724451"
"9920 SW 56th St",10840000,0,0,0,"2025-05-12T07:00:00Z","NO (outlier)","https://www.redfin.com/FL/Miami/9920-SW-56th-St-33165/home/43090402"
"6800 Fisher Is Dr #6843",14000000,4,4,4757,"2025-04-07T07:00:00Z","NO (outlier)","https://www.redfin.com/FL/Miami-Beach/6800-Fisher-Is-Dr-33109/unit-6843/home/170955778"
