# Phoenix, AZ Baseline Calculation Summary
# Generated: 2025-06-25T06:44:54.806Z
# Baseline Period: 90 days
# Total Sales Found: 350
# Sales Used for Baseline: 343
# Outliers Removed: 7
# Calculated Baseline: $460,000
# Price Range (after outliers): $150,000 - $3,780,000
# Median Calculation: Middle value: $460,000
#
address,price,beds,baths,sqft,lastSoldDate,included_in_baseline,url
"1326 N Central Ave #203",420000,2,2,1557,"2025-06-16T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1326-N-Central-Ave-85004/unit-203/home/27521260"
"1220 E Utopia Rd",420000,0,2,1311,"2025-04-07T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1220-E-Utopia-Rd-85024/home/27261860"
"402 E Thunderbird Trl",420000,0,2,1571,"2025-06-17T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/402-E-Thunderbird-Trl-85042/home/27439531"
"2922 W Mariposa St",420000,4,2,1855,"2025-06-05T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2922-W-Mariposa-St-85017/home/27385966"
"3752 W Becker Ln",420000,4,2,1790,"2025-05-23T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3752-W-Becker-Ln-85029/home/28097761"
"4202 S 76th Ln",425000,4,2,1695,"2025-06-17T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4202-S-76th-Ln-85043/home/28016579"
"9413 W Pioneer St",425000,5,3,2348,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Tolleson/9413-W-Pioneer-St-85353/home/27399741"
"1802 W Citrus Way",425000,3,1.75,1566,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1802-W-Citrus-Way-85015/home/27210406"
"3937 E Orchid Ln",427000,0,3,1420,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3937-E-Orchid-Ln-85044/home/28048810"
"3330 E Gelding Dr",427500,0,2,1930,"2025-04-08T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3330-E-Gelding-Dr-85032/home/27512867"
"7857 N 21st Ave",430000,3,3.5,1637,"2025-06-18T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/7857-N-21st-Ave-85021/home/26860714"
"3638 E Monterosa St #5",430000,0,2,962,"2025-04-11T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3638-E-Monterosa-St-85018/unit-5/home/27822253"
"5122 E Shea Blvd #2107",435000,2,2,1086,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/5122-E-Shea-Blvd-85254/unit-2107/home/27718102"
"3648 W Medinah Ct",435000,3,2,1442,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/AZ/Anthem/3648-W-Medinah-Ct-85086/home/27996543"
"707 W Coles Rd",438000,3,2,1697,"2025-05-28T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/707-W-Coles-Rd-85041/home/27790900"
"7027 S 32nd Pl",445000,3,2,1439,"2025-04-01T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/7027-S-32nd-Pl-85042/home/28098002"
"25222 N 40th Ave",445000,0,3,1567,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/25222-N-40th-Ave-85083/home/28356227"
"1934 E Brill St",449000,2,1,1040,"2025-04-02T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1934-E-Brill-St-85006/home/27418553"
"12212 N Paradise Village Pkwy S #436",450000,2,2,1256,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/12212-N-Paradise-Village-Pkwy-S-85032/unit-436/home/27860485"
"5225 W Siesta Way",450000,0,4,3029,"2025-06-05T07:00:00Z","YES","https://www.redfin.com/AZ/Laveen/5225-W-Siesta-Way-85339/home/27653974"
"3534 E Ludlow Dr",450000,3,2,1240,"2025-04-25T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3534-E-Ludlow-Dr-85032/home/28386894"
"2328 E Marguerite Ave",451935,4,3,1961,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2328-E-Marguerite-Ave-85040/home/172968220"
"10608 W Sonrisas St",452340,4,2,1696,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/AZ/Tolleson/10608-W-Sonrisas-St-85353/home/177276854"
"2631 E Jones Ave",454000,4,2,2047,"2025-04-10T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2631-E-Jones-Ave-85040/home/27597838"
"5122 E Shea Blvd #1094",460000,2,2.5,1246,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/5122-E-Shea-Blvd-85254/unit-1094/home/28179386"
"1523 W Flynn Ln",460000,0,2,2272,"2025-04-18T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1523-W-Flynn-Ln-85015/home/27813576"
"3530 E Nisbet Rd",461262,0,1,1653,"2025-04-16T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3530-E-Nisbet-Rd-85032/home/26890562"
"3333 E Long Lake Rd",465000,0,4,2046,"2025-05-12T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3333-E-Long-Lake-Rd-85048/home/27357847"
"4443 N 23rd Pl",465000,3,1,949,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4443-N-23rd-Pl-85016/home/27214769"
"5826 S Daisy Patch Pl",467390,4,3,1961,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5826-S-Daisy-Patch-Pl-85040/home/194004470"
"40716 N Hudson Trl",469900,4,2,1827,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/AZ/Anthem/40716-N-Hudson-Trl-85086/home/28120398"
"3432 E Waltann Ln",470000,0,2,1428,"2025-05-14T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3432-E-Waltann-Ln-85032/home/27982886"
"2910 E Avenida Olivos --",470000,3,2,1380,"2025-05-14T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2910-E-Avenida-Olivos-85016/home/26973369"
"5308 N 2nd Ave",475000,2,1.75,1452,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5308-N-2nd-Ave-85013/home/27734097"
"402 W Flower St",476200,3,2,1922,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/402-W-Flower-St-85013/home/28162191"
"339 N Laurel Ave #1",482000,0,2,1050,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/339-N-Laurel-Ave-85007/unit-1/home/27290050"
"24809 N 41 Ave",490000,3,2.5,1816,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/AZ/Glendale/24809-N-41st-Ave-85310/home/27627183"
"4508 E Paso Trl",495000,4,2,2486,"2025-05-12T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4508-E-Paso-Trl-85050/home/27898915"
"1022 E Keim Dr",495000,3,2,1710,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1022-E-Keim-Dr-85014/home/27449540"
"4946 W Evans Dr",499000,4,2.5,2361,"2025-04-21T07:00:00Z","YES","https://www.redfin.com/AZ/Glendale/4946-W-Evans-Dr-85306/home/26993810"
"4757 E Goldfinch Gate Ln",500000,3,2.75,1510,"2025-06-09T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4757-E-Goldfinch-Gate-Ln-85044/home/27582933"
"5100 E Rancho Paloma Dr #2078",500000,2,2,1420,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/AZ/Cave-Creek/5100-E-Rancho-Paloma-Dr-85331/unit-2078/home/167615961"
"500 W Coolidge St",500000,0,1,1026,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/500-W-Coolidge-St-85013/home/27935528"
"3935 E Rough Rider Rd #1368",500000,2,2,1696,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3935-E-Rough-Rider-Rd-85050/unit-1368/home/28356937"
"4555 N 89th Ave",505000,0,3,1762,"2025-06-04T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4555-N-89th-Ave-85037/home/27401237"
"744 W Maddock Rd",510000,0,3,1639,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/744-W-Maddock-Rd-85086/home/28402944"
"3113 N 97th Ln",511490,4,3,2150,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3113-N-97th-Ln-85037/home/195513091"
"6239 N 20th Dr",515000,4,2,1772,"2025-04-10T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/6239-N-20th-Dr-85015/home/28265936"
"3121 N 97th Ln",519490,4,3,2105,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3121-N-97th-Ln-85037/home/195513176"
"18421 N 12th Way",520000,4,2.5,2014,"2025-04-10T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/18421-N-12th-Way-85022/home/28261958"
"615 E Portland St #112",522300,0,0,0,"2025-04-21T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/615-E-Portland-St-85004/unit-112/home/28375785"
"5220 E Winchcomb Dr",525000,3,2,1597,"2025-06-03T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/5220-E-Winchcomb-Dr-85254/home/27453105"
"4246 E Desert Sky Ct",525000,0,3,1782,"2025-05-28T07:00:00Z","YES","https://www.redfin.com/AZ/Cave-Creek/4246-E-Desert-Sky-Ct-85331/home/28064893"
"21628 N 46th Pl",530000,0,3,1610,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/21628-N-46th-Pl-85050/home/28079022"
"3914 E Surrey Ave",530000,4,2,1768,"2025-04-21T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3914-E-Surrey-Ave-85032/home/27675233"
"1115 E Mcneil St",532990,3,2.5,1983,"2025-04-08T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1115-S-McNeil-St-85042/home/194231245"
"4004 W Westcott Dr",535000,4,3,3067,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/AZ/Glendale/4004-W-Westcott-Dr-85308/home/27260011"
"1124 E Rose Ln #14",535000,0,4,1959,"2025-04-01T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1124-E-Rose-Ln-85014/unit-14/home/28091162"
"16634 N 33rd Way",540000,4,2,1638,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/16634-N-33rd-Way-85032/home/27463012"
"1824 W State Ave",540000,3,2,1684,"2025-04-24T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1824-W-State-Ave-85021/home/26966400"
"2510 E Knudsen Dr",543200,3,2,1460,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2510-E-Knudsen-Dr-85024/home/27024169"
"2125 W Berridge Ln",544000,4,2,1849,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2125-W-Berridge-Ln-85015/home/27210400"
"1035 E Desert Cove Ave",545000,2,2,1735,"2025-05-22T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1035-E-Desert-Cove-Ave-85020/home/27505533"
"12436 S 38th Pl",545000,3,2,1740,"2025-05-16T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/12436-S-38th-Pl-85044/home/27925455"
"1138 W Monterosa St",550000,0,0,1643,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1138-W-Monterosa-St-85013/home/28163627"
"1306 W Heatherbrae Dr",555000,2,2,1292,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1306-W-Heatherbrae-Dr-85013/home/27395263"
"917 W Desert Hills Dr Unit D",563000,0,3,1600,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/917-W-Desert-Hills-Dr-85086/unit-D/home/27924297"
"333 W Seldon Ln",565000,3,2,2018,"2025-06-09T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/333-W-Seldon-Ln-85021/home/27213414"
"5841 N 12th Pl",570000,0,2,1597,"2025-06-03T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5841-N-12th-Pl-85014/home/28314746"
"5350 E Deer Valley Dr #4268",575000,2,2,1246,"2025-04-21T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5350-E-Deer-Valley-Dr-85054/unit-4268/home/39964340"
"3710 E Mercer Ln",575000,5,3,2525,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3710-E-Mercer-Ln-85028/home/27273070"
"2989 N 44th St #3047",578500,3,2,1743,"2025-04-02T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2989-N-44th-St-85018/unit-3047/home/27297456"
"1901 W Weldon Ave",579000,0,0,2738,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1901-W-Weldon-Ave-85015/home/28039363"
"1415 N 15th Ave",590000,0,2,1626,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1415-N-15th-Ave-85007/home/27532366"
"5528 E Virginia Ave",590000,2,2,1573,"2025-06-19T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5528-E-Virginia-Ave-85008/home/27924188"
"15829 N 56th Way",597000,0,3,2016,"2025-05-27T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/15829-N-56th-Way-85254/home/28358904"
"4404 W Villa Linda Dr",600000,4,2.5,2348,"2025-05-23T07:00:00Z","YES","https://www.redfin.com/AZ/Glendale/4404-W-Villa-Linda-Dr-85310/home/28204000"
"4208 N 35th Pl",600000,0,2,1075,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4208-N-35th-Pl-85018/home/28080785"
"2516 E Taxidea Way",600000,4,2,1817,"2025-05-13T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2516-E-Taxidea-Way-85048/home/28427552"
"3702 E Laurel Ln",610000,3,2,1680,"2025-04-11T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3702-E-Laurel-Ln-85028/home/27691177"
"4625 E Villa Maria Dr",612500,3,2,1902,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4625-E-Villa-Maria-Dr-85032/home/27914949"
"14831 N 3rd Ave",615000,4,3,2799,"2025-04-25T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/14831-N-3rd-Ave-85023/home/27741298"
"40316 N Central Ave",620000,0,5,3606,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/40316-N-Central-Ave-85086/home/27446274"
"21028 N 58th Way",639990,3,2.5,1952,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/21028-N-58th-Way-85054/home/183161301"
"15222 N 7th Pl",640000,0,3,2167,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/15222-N-7th-Pl-85022/home/27113788"
"2728 E Mountain Sky Ave",650000,5,3,3302,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2728-E-Mountain-Sky-Ave-85048/home/27471612"
"2465 W Rowel Rd",650000,4,3.5,2511,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2465-W-Rowel-Rd-85085/home/194253512"
"5253 W Maya Way",650000,3,2,1916,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5253-W-Maya-Way-85083/home/28239360"
"4651 E Vernon Ave",650000,3,2,2070,"2025-05-21T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4651-E-Vernon-Ave-85008/home/27959740"
"1107 W Tamarisk St",650000,4,2,2907,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1107-W-Tamarisk-St-85041/home/28022900"
"21126 N 58th St",663185,3,2.5,1743,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/21126-N-58th-St-85054/home/183161439"
"3105 E Hiddenview Dr",665000,0,3,2231,"2025-05-28T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3105-E-Hiddenview-Dr-85048/home/28040407"
"3002 N 53rd Pl",665000,4,2,1704,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3002-N-53rd-Pl-85018/home/27161571"
"4223 E Earll Dr",665000,3,2,1155,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4223-E-Earll-Dr-85018/home/27854072"
"8442 N 18th St",670000,3,2,1676,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/8442-N-18th-St-85020/home/28257358"
"19 E Boca Raton Rd",675000,2,2.5,2150,"2025-06-18T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/19-E-Boca-Raton-Rd-85022/home/26966545"
"2327 E Mine Creek Rd",680000,3,2.5,2236,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2327-E-Mine-Creek-Rd-85024/home/28417855"
"3431 E Kristal Way",689000,4,2,1899,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3431-E-Kristal-Way-85050/home/28318184"
"23914 N 25th Way",689000,5,3,2727,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/23914-N-25th-Way-85024/home/27782787"
"4643 E Villa Maria Dr",699999,3,2.5,2618,"2025-04-17T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4643-E-Villa-Maria-Dr-85032/home/27549408"
"126 W Butler Dr",700000,3,2,1920,"2025-04-22T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/126-W-Butler-Dr-85021/home/26971841"
"36 E Irvine Rd",700000,0,4,2855,"2025-04-10T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/36-E-Irvine-Rd-85086/home/27298119"
"3411 E Campbell Ave",700000,0,2,1683,"2025-04-01T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3411-E-Campbell-Ave-85018/home/27219463"
"42127 N Celebration Way",705000,3,2,1986,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/42127-N-Celebration-Way-85086/home/28130913"
"5342 W West Wind Dr",705000,0,0,0,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/AZ/Glendale/5342-W-West-Wind-Dr-85310/home/27300692"
"6225 N 10th Pl",710000,0,0,0,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/6225-N-10th-Pl-85014/home/27737810"
"3740 E Piccadilly Rd",725000,0,2,1392,"2025-04-23T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3740-E-Piccadilly-Rd-85018/home/26839264"
"15221 N Clubgate Dr #1063",740000,2,2,1395,"2025-05-12T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/15221-N-Clubgate-Dr-85254/unit-1063/home/27799582"
"5114 E Hartford Ave",745000,4,3,1977,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/5114-E-Hartford-Ave-85254/home/175270707"
"2601 E Paradise Ln",750000,0,0,1032,"2025-05-27T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2601-E-Paradise-Ln-85032/home/26935548"
"6012 E Vernon Ave",750000,3,2,1860,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/6012-E-Vernon-Ave-85257/home/27470921"
"4839 E Eden Dr",750000,4,2.5,2570,"2025-06-04T07:00:00Z","YES","https://www.redfin.com/AZ/Cave-Creek/4839-E-Eden-Dr-85331/home/27270566"
"4514 E Mazatzal Dr",760000,4,2,2186,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/AZ/Cave-Creek/4514-E-Mazatzal-Dr-85331/home/27755372"
"4403 E Briles Rd",780000,3,2,2250,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4403-E-Briles-Rd-85050/home/27280666"
"338 W Encanto Blvd",785000,3,3,1262,"2025-06-03T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/338-W-Encanto-Blvd-85003/home/28226092"
"841 E Ashurst Dr",795000,3,3,1969,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/841-E-Ashurst-Dr-85048/home/173028724"
"2040 E Indigo Brush Rd",798000,4,2,2312,"2025-05-12T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2040-E-Indigo-Brush-Rd-85048/home/27281282"
"1857 E Cinnabar Ave",800000,0,3,3352,"2025-04-24T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1857-E-Cinnabar-Ave-85020/home/28316865"
"5016 E Cheery Lynn Rd",800000,3,2,2044,"2025-04-01T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5016-E-Cheery-Lynn-Rd-85018/home/27462816"
"4220 N 32nd St #32",808000,4,4,1923,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4220-N-32nd-St-85018/unit-32/home/194227117"
"1021 E Myrtle Ave",810000,3,2,1958,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1021-E-Myrtle-Ave-85020/home/27852397"
"26123 N 20th Dr",815000,3,2.5,2391,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/26123-N-20th-Dr-85085/home/175267896"
"2901 E Cortez St",825000,4,2,2047,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2901-E-Cortez-St-85028/home/27217130"
"13007 N 1st St",825000,5,2.75,2706,"2025-05-16T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/13007-N-1st-St-85022/home/27769138"
"1240 E Friess Dr",830000,3,2,2391,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1240-E-Friess-Dr-85022/home/27400185"
"4634 E Wilshire Dr",833865,4,2.5,1994,"2025-05-27T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4634-E-Wilshire-Dr-85008/home/27587585"
"4902 E Fairmount Ave",840000,0,4,1651,"2025-06-02T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4902-E-Fairmount-Ave-85018/home/28263934"
"231 E Medlock Dr",845000,3,2.5,1910,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/231-E-Medlock-Dr-85012/home/28031693"
"42123 N Long Cove Way",849000,3,3.5,3364,"2025-04-16T07:00:00Z","YES","https://www.redfin.com/AZ/Anthem/42123-N-Long-Cove-Way-85086/home/28209458"
"1679 E Saltsage Dr",850000,5,3,2950,"2025-04-16T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1679-E-Saltsage-Dr-85048/home/27576032"
"325 W Palm Ln",850000,3,2,1654,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/325-W-Palm-Ln-85003/home/27358117"
"16009 N 6th Pl",875000,0,3,2688,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/16009-N-6th-Pl-85022/home/28328929"
"4815 W Desert Hollow Dr",891410,3,3.5,2781,"2025-05-23T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4815-W-Desert-Hollow-Dr-85083/home/27643347"
"6202 E Joan DE Arc Ave",900000,3,2,2192,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/6202-E-Joan-de-Arc-Ave-85254/home/27939034"
"7809 S 43rd Pl",915000,4,3.5,3061,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/7809-S-43rd-Pl-85042/home/147723128"
"325 W Cambridge Ave",925000,3,2,2006,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/325-W-Cambridge-Ave-85003/home/28107754"
"1811 E Aurelius Ave",930765,3,3,2148,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1811-E-Aurelius-Ave-85020/home/27969564"
"16409 N 65th Pl",945000,4,2,2107,"2025-06-10T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/16409-N-65th-Pl-85254/home/28134609"
"1307 E Desert Broom Way",965000,4,3.5,3255,"2025-04-07T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/1307-E-Desert-Broom-Way-85048/home/28058990"
"2843 E Los Gatos Dr",974900,3,2.5,2380,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2843-E-Los-Gatos-Dr-85050/home/167625328"
"6521 N 2nd St",975000,5,4,3240,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/6521-N-2nd-St-85012/home/28158843"
"7827 N 3rd St",975000,3,2,2586,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/7827-N-3rd-St-85020/home/27098101"
"554 W Southern Hills Rd",995000,4,3,3078,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/554-W-Southern-Hills-Rd-85023/home/27378832"
"4039 E Williams Dr",997000,4,2,2215,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4039-E-Williams-Dr-85050/home/28111740"
"4209 N 45th St",1000000,0,2,1919,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4209-N-45th-St-85018/home/28405106"
"3831 E Highland Ave",1000000,0,3,1816,"2025-04-10T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3831-E-Highland-Ave-85018/home/27219389"
"3320 N Rose Circle Dr",1025000,4,3,2502,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3320-N-Rose-Circle-Dr-85018/home/26940153"
"4619 S 16th St",1050000,0,0,5152,"2025-06-02T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4619-S-16th-St-85040/home/28026758"
"3038 E Marlette Ave",1050000,3,3,2233,"2025-04-14T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/3038-E-Marlette-Ave-85016/home/195026550"
"43 W Canterbury Ln",1135000,4,4,2917,"2025-04-28T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/43-W-Canterbury-Ln-85023/home/28099195"
"2402 E Marshall Ave",1150000,4,3,2764,"2025-06-17T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/2402-E-Marshall-Ave-85016/home/27589818"
"6525 N 3rd St",1165000,3,2,2402,"2025-06-20T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/6525-N-3rd-St-85012/home/27213805"
"32207 N 56th Pl",1172500,4,3,2945,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/AZ/Cave-Creek/32207-N-56th-Pl-85331/home/27368483"
"5209 N 25th Pl",1175000,2,2,1822,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5209-N-25th-Pl-85016/home/27986093"
"12415 N 65th St",1185000,0,3,2822,"2025-04-11T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/12415-N-65th-St-85254/home/27147016"
"4525 E Onyx Ave",1200000,4,2.5,2803,"2025-04-10T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/4525-E-Onyx-Ave-85028/home/27218557"
"6529 E Eugie Ter",1225000,4,2.5,2199,"2025-06-18T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/6529-E-Eugie-Ter-85254/home/27409746"
"5829 W Alyssa Ln",1245000,4,4.5,3810,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/AZ/Phoenix/5829-W-Alyssa-Ln-85083/home/28307012"
"5115 E Windrose Dr",1250000,4,2,2242,"2025-04-18T07:00:00Z","YES","https://www.redfin.com/AZ/Scottsdale/5115-E-Windrose-Dr-85254/home/27585935"
