# Nashville, TN Baseline Calculation Summary
# Generated: 2025-06-25T06:44:51.649Z
# Baseline Period: 90 days
# Total Sales Found: 350
# Sales Used for Baseline: 343
# Outliers Removed: 7
# Calculated Baseline: $529,000
# Price Range (after outliers): $185,000 - $5,167,715
# Median Calculation: Middle value: $529,000
#
address,price,beds,baths,sqft,lastSoldDate,included_in_baseline,url
"7277 Charlotte Pike #254",465000,3,2.5,2306,"2025-05-28T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/7277-Charlotte-Pike-37209/unit-254/home/60651385"
"4425 Fairlight Ln",468985,3,2.5,2294,"2025-06-09T07:00:00Z","YES","https://www.redfin.com/TN/Antioch/4425-Fairlight-Ln-37013/home/189668841"
"678 Brewer Dr",470000,3,1.5,1560,"2025-05-21T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/678-Brewer-Dr-37211/home/60775000"
"5719 California Ave",470000,2,2.5,1152,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/5719-California-Ave-37209/home/108497001"
"4236 Skyridge Dr",471140,4,2.5,2018,"2025-04-18T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4236-Skyridge-Dr-37207/home/194844518"
"704 Brody Ct",479140,3,2.5,2286,"2025-05-27T07:00:00Z","YES","https://www.redfin.com/TN/Cane-Ridge/704-Brody-Ct-37013/home/194962523"
"6208 Henry Ford Dr",480500,2,1.5,1823,"2025-05-08T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/6208-Henry-Ford-Dr-37209/home/68805825"
"1206 Aberlour Aly",485000,3,2.5,2406,"2025-05-20T07:00:00Z","YES","https://www.redfin.com/TN/Antioch/1206-Aberlour-Aly-37013/home/189668964"
"4212 Skyridge Dr",489140,5,3,2352,"2025-05-27T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4212-Skyridge-Dr-37207/home/194962571"
"4004 Ridgemont Dr",490000,3,2.5,1507,"2025-05-23T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4004-Ridgemont-Dr-37207/home/108053354"
"5239 New John Hagar Rd",499000,4,3,3007,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/5239-New-John-Hagar-Rd-37076/home/108108310"
"1210 Valerie Ln #72",499999,3,2.5,1654,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1210-Valerie-LN-37211/unit-72/home/190050006"
"2547 Edge O Lake Dr",500000,4,2,2344,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2547-Edge-O-Lake-Dr-37217/home/108132056"
"6518 Sprint Dr",500000,3,1.5,1401,"2025-04-01T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/6518-Sprint-Dr-37209/home/60853390"
"2156 Creekland View Blvd",502765,3,2,1646,"2025-05-12T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2156-Creekland-View-Blvd-37207/home/192271938"
"1105 Deerhurst Ct",505000,3,2,2694,"2025-05-13T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1105-Deerhurst-Ct-37221/home/108041612"
"1016 Kiley Ct",507000,5,3,2674,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/TN/Cane-Ridge/1016-Kiley-Ct-37013/home/195094608"
"1070 Noble Loop #19",509999,3,3.5,1842,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1070-Noble-LOOP-37211/unit-19/home/191911468"
"1209 Duns Ln",512450,3,2,1557,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/TN/Nolensville/1209-Duns-Ln-37135/home/167956775"
"715 41st Ave N",514995,3,2.5,1544,"2025-04-25T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/715-41st-Ave-N-37209/home/190930200"
"2312 Alteras Dr",515000,4,2,2058,"2025-04-18T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2312-Alteras-Dr-37211/home/98247633"
"2038 Nora Ln",518000,5,2.5,3160,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/2038-Nora-Ln-37076/home/108075630"
"1352 Rosa L Parks Blvd #407",520000,2,2,1179,"2025-05-16T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1352-Rosa-L-Parks-Blvd-37208/unit-407/home/108029114"
"911 Freywood Dr",525000,4,2,1521,"2025-06-03T07:00:00Z","YES","https://www.redfin.com/TN/Madison/911-Freywood-Dr-37115/home/77424195"
"723 41st Ave N",527913,3,2.5,1560,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/723-41st-Ave-N-37209/home/195425819"
"727 41st Ave N",528995,3,2.5,1544,"2025-04-28T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/727-41st-Ave-N-37209/home/191061336"
"2514 Sheridan Rd",529000,3,1,1362,"2025-04-01T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2514-Sheridan-Rd-37206/home/108033941"
"1022 Granada Ave",529900,4,2,1970,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1022-Granada-Ave-37206/home/68833461"
"782 Rhonda Ln",530000,4,3,2430,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/782-Rhonda-Ln-37205/home/108009273"
"3511 Byron Ave",530000,2,1,1248,"2025-06-10T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/3511-Byron-Ave-37205/home/108083899"
"1220 Wallace Way",534000,4,2.5,2437,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/1220-Wallace-Way-37076/home/193746921"
"5235 Trousdale Dr",535000,3,1,1225,"2025-05-28T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/5235-Trousdale-Dr-37220/home/108132427"
"4220 Grays Point Rd",540000,4,2,2145,"2025-04-18T07:00:00Z","YES","https://www.redfin.com/TN/Joelton/4220-Grays-Point-Rd-37080/home/87802573"
"545 Mcmurray Dr",540000,3,2,1995,"2025-04-23T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/545-McMurray-Dr-37211/home/108094596"
"1622 Marsden Ave",545000,3,2,1522,"2025-05-19T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1622-Marsden-Ave-37216/home/174895404"
"711 41st Ave N",546787,3,2.5,1560,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/711-41st-Ave-N-37209/home/191441425"
"1249 Mcgavock Pike",547000,3,1,1603,"2025-04-06T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1249-McGavock-Pike-37216/home/108031769"
"641 Old Hickory Blvd #206",547500,3,2.5,2126,"2025-04-17T07:00:00Z","YES","https://www.redfin.com/TN/Brentwood/641-Old-Hickory-Blvd-37027/unit-206/home/108134141"
"413 Scott Ave",549900,4,2,1583,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/413-Scott-Ave-37206/home/87804429"
"8316 Marchwood Blvd",550000,5,3,2674,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/TN/Cane-Ridge/8316-Marchwood-Blvd-37013/home/195542216"
"7401 Riverland Dr",550000,3,2,2024,"2025-05-28T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/7401-Riverland-Dr-37221/home/195427644"
"705 Harpeth Pkwy W",550000,3,2,2066,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/705-Harpeth-Pkwy-W-37221/home/87823476"
"324 Randall Dr",566500,3,2,1386,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/324-Randall-Dr-37211/home/68852492"
"5414 Oakmont Cir",569000,3,2,1237,"2025-06-18T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/5414-Oakmont-Cir-37209/home/108038506"
"4801 Briarwood Dr",574900,3,2,1367,"2025-05-06T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4801-Briarwood-Dr-37211/home/68807870"
"1821A Tammany Dr",575000,2,2,1203,"2025-06-23T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1821-Tammany-Dr-37216/home/178257532"
"1201 Valerie Ln #52",575000,3,3.5,1962,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1201-Valerie-LN-37211/unit-52/home/189818289"
"6928 Collinswood Dr",576300,3,2.5,2463,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/6928-Collinswood-Dr-37221/home/108111667"
"1024 Indigo Aly",577310,4,3.5,2278,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/TN/Brentwood/1024-Indigo-Aly-37027/home/189668736"
"1209 Wallace Way",577680,4,2.5,2597,"2025-05-13T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/1209-Wallace-Way-37076/home/194059816"
"801 Ashton Park Way",580000,3,3,2538,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/TN/Mount-Juliet/801-Ashton-Park-Way-37122/home/188862865"
"6833 River Ridge Dr",585000,3,3,1812,"2025-04-14T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/6833-River-Ridge-Dr-37221/home/60825714"
"1004 Noble Loop #49",588000,3,3.5,1962,"2025-06-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1004-Noble-Loop-37211/unit-49/home/195488744"
"1257 John St",590000,3,3.5,1670,"2025-05-23T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1257-John-St-37210/home/108128702"
"174 Kenner Ave",590000,3,2,1350,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/174-Kenner-Ave-37205/home/108003184"
"2139 Kirkwall Dr",590000,3,2,1999,"2025-04-02T07:00:00Z","YES","https://www.redfin.com/TN/Nolensville/2139-Kirkwall-Dr-37135/home/104209606"
"3688 Pierside Dr",592255,3,2,2214,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/3688-Pierside-Dr-37076/home/192423794"
"530 Kemp Dr",593650,4,2.5,2597,"2025-06-11T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/530-Kemp-Dr-37076/home/194059623"
"532 Kemp Dr",594888,4,2.5,2437,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/532-Kemp-Dr-37076/home/193684795"
"217 Cheswick Ct",595000,2,2.5,1953,"2025-06-23T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/217-Cheswick-Ct-37215/home/108027135"
"7151 Riverfront Dr",599000,4,2.5,2357,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/7151-Riverfront-Dr-37221/home/68860408"
"1009 Cherry Tree Dr",599900,4,3,2581,"2025-03-29T07:00:00Z","YES","https://www.redfin.com/TN/Mount-Juliet/1009-Cherry-Tree-Dr-37122/home/190326387"
"1067 Noble Loop #88",599999,3,3.5,2042,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1067-Noble-LOOP-37211/unit-88/home/187189820"
"303 31st Ave N #211",600000,2,2,868,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/303-31st-Ave-N-37203/unit-211/home/184520351"
"4501 Chandler Rd",600000,4,3,2914,"2025-06-17T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/4501-Chandler-Rd-37076/home/68820258"
"241 Donelson Hills Dr",600000,3,2,1408,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/241-Donelson-Hills-Dr-37214/home/108001170"
"519 Kemp Dr",600560,4,2.5,2597,"2025-05-23T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/519-Kemp-Dr-37076/home/194059789"
"904 Crescent Hill Rd",604000,3,2,1500,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/904-Crescent-Hill-Rd-37206/home/68826445"
"1011 Lionheart Dr",605570,5,3,2744,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/1011-Lionheart-Dr-37076/home/193302152"
"4772 Drakes Branch Rd",609000,4,2.5,2872,"2025-04-12T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4772-Drakes-Branch-Rd-37218/home/87825413"
"6409 Cloverbrook Dr",610000,3,2.5,2366,"2025-06-17T07:00:00Z","YES","https://www.redfin.com/TN/Brentwood/6409-Cloverbrook-Dr-37027/home/107974858"
"2127 Rotorua Dr E",612975,3,2,2094,"2025-05-20T07:00:00Z","YES","https://www.redfin.com/TN/Antioch/2127-Rotorua-Dr-E-37013/home/195428176"
"126B Duluth Ave",624000,3,3.5,1825,"2025-06-18T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/126B-Duluth-Ave-37209/home/195253132"
"1306 Mcalpine Ave",625000,3,2,1381,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1306-McAlpine-Ave-37216/home/107975061"
"7521 Henderson Dr",629900,4,3.5,3050,"2025-04-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/7521-Henderson-Dr-37221/home/108043214"
"1360 Ashton Park Way",644730,3,3,2655,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1360-Ashton-Park-Way-37122/home/194573101"
"609 Woodett Dr",649000,3,2,2138,"2025-06-10T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/609-Woodett-Dr-37211/home/87280411"
"415 Barrywood Dr",650000,3,2,1581,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/415-Barrywood-Dr-37211/home/101365467"
"6146 Parkhaven Blvd",665500,3,3,2805,"2025-06-17T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/6146-Parkhaven-Blvd-37076/home/193643671"
"2200 Pennington Ave",669900,3,3,2163,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2200-Pennington-Ave-37216/home/177047172"
"1411A Lillian St",670000,3,2.5,1712,"2025-05-15T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1411a-Lillian-St-37206/home/147970193"
"1212 Demonbreun St #802",672516,2,2,1146,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1212-Demonbreun-St-37203/unit-802/home/196136325"
"2620 Tiffany Dr",675000,3,2,1575,"2025-06-12T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2620-Tiffany-Dr-37206/home/107996443"
"504 Edwin St #24",676000,4,3.5,2027,"2025-06-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/504-Edwin-St-37207/unit-24/home/194691104"
"505 Community Ct #3",685000,4,4.5,3171,"2025-05-12T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/505-Community-Ct-37209/unit-3/home/184518492"
"1505 Simpson Ct",685000,4,3.5,3113,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1505-Simpson-Ct-37211/home/60693847"
"3676 Pierside Dr",695000,5,3.5,3435,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/3676-Pierside-Dr-37076/home/192423796"
"6326B Columbia Ave",700000,3,2.5,2039,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/6326-Columbia-Ave-37209/home/148402081"
"4817 Lynn Dr",700000,4,3,2500,"2025-05-21T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4817-Lynn-Dr-37211/home/87816503"
"3684 Pierside Dr",702808,5,3.5,3435,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/TN/Hermitage/3684-Pierside-Dr-37076/home/192423798"
"2706 Bronte Ave Unit B",709000,2,1,1062,"2025-06-10T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2706-Bronte-Ave-37216/unit-B/home/87804101"
"6328 Columbia Ave Unit A",710000,3,2.5,2049,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/6328-Columbia-Ave-37209/unit-A/home/148402077"
"62 Vaughns Gap Rd",715000,3,3,2369,"2025-05-29T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/62-Vaughns-Gap-Rd-37205/home/102249454"
"603A Croley Dr",717000,3,2.5,2341,"2025-04-08T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/603-Croley-Dr-37209/home/178258374"
"510 Croley Dr",720000,3,2.5,2056,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/510-Croley-Dr-37209/home/144500012"
"929 Brenton Park Ct",720000,3,2.5,2698,"2025-04-24T07:00:00Z","YES","https://www.redfin.com/TN/Brentwood/929-Brenton-Park-Ct-37027/home/108093208"
"4820 Merrill Ln",725000,4,2,2245,"2025-04-17T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4820-Merrill-Ln-37211/home/60853819"
"1052 Cherry Tree Dr",729015,4,3.5,2954,"2025-03-31T07:00:00Z","YES","https://www.redfin.com/TN/Mount-Juliet/1052-Cherry-Tree-DR-37122/home/189949454"
"1652 Rachel Way",730000,3,2.5,2926,"2025-04-15T07:00:00Z","YES","https://www.redfin.com/TN/Old-Hickory/1652-Rachel-Way-37138/home/108034221"
"8586 Beautiful Valley Dr",749000,4,3.5,3013,"2025-05-22T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/8586-Beautiful-Valley-Dr-37221/home/102803692"
"2821 Woodlawn Dr",749900,3,2,17667,"2025-05-26T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2821-Woodlawn-Dr-37215/home/195920030"
"297 Oriel Ave",759000,4,3,2532,"2025-05-16T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/297-Oriel-Ave-37210/home/195313010"
"3614 Meadowbrook Ave",760000,2,2,1309,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/3614-Meadowbrook-Ave-37205/home/108125659"
"4806 Michigan Ave Unit A",775000,3,3,2262,"2025-04-16T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4806-Michigan-Ave-37209/unit-A/home/60858880"
"4806 Michigan Ave",775000,4,3,2262,"2025-04-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4806-Michigan-Ave-37209/home/167940402"
"1500 Lillian St",775000,3,2,1680,"2025-06-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1500-Lillian-St-37206/home/60866095"
"509 Broadwell Dr",785000,3,3,2560,"2025-05-13T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/509-Broadwell-Dr-37220/home/108012145"
"6017B Pennsylvania Ave",789000,3,3,2482,"2025-04-17T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/6017B-Pennsylvania-Ave-37209/home/172306415"
"1416 Wexford Downs Ln",799000,4,3,3061,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1416-Wexford-Downs-Ln-37211/home/108136520"
"606 39th Ave N",799900,5,8.5,2903,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/606-39th-Ave-N-37209/home/189656468"
"154 Haverford Dr",799999,2,2,1542,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/154-Haverford-Dr-37205/home/103648895"
"832 Banbury Way",805000,4,2.5,3320,"2025-05-27T07:00:00Z","YES","https://www.redfin.com/TN/Brentwood/832-Banbury-Way-37027/home/87094630"
"1933 Berkshire Dr",806095,4,3,2236,"2025-04-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1933-Berkshire-Dr-37216/home/108083079"
"835 Otter Creek Rd",809000,3,1.5,1551,"2025-04-25T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/835-Otter-Creek-Rd-37220/home/60858299"
"2107 Pontotoc Ave",810000,3,2,2217,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2107-Pontotoc-Ave-37206/home/108125889"
"1033 Sycamore Ests",825564,4,2.5,2766,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1033-Sycamore-Ests-37211/home/195831198"
"5316 Trousdale Dr",827500,3,2,2498,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/5316-Trousdale-Dr-37220/home/108009510"
"1304 Beech Hollow Dr",830000,4,3.5,3812,"2025-05-07T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1304-Beech-Hollow-Dr-37211/home/68802518"
"1032 Sycamore Ests",844985,4,3.5,2906,"2025-06-08T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1032-Sycamore-Ests-37211/home/195831197"
"1224 Winding Way",850000,3,2,2660,"2025-04-25T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1224-Winding-Way-37216/home/60870349"
"6301 Edsel Dr",850000,4,3.5,2622,"2025-05-03T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/6301-Edsel-Dr-37209/home/108078146"
"1206 N 7th St",850000,0,0,0,"2025-06-18T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1206-N-7th-St-37207/home/87803980"
"404 W Bend Dr",865000,4,3.5,2815,"2025-05-01T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/404-W-Bend-Dr-37209/home/193436212"
"1028 Sycamore Ests",871110,4,3.5,3194,"2025-06-08T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1028-Sycamore-Ests-37211/home/195831209"
"512 Cabot Pl",875000,4,3.5,3621,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/512-Cabot-Pl-37221/home/108053794"
"331 Lawndale Dr",889900,4,4.5,2976,"2025-04-30T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/331-Lawndale-Dr-37217/home/185239073"
"4942 Darlington Dr",895000,6,3,3455,"2025-04-22T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4942-Darlington-Dr-37211/home/108097618"
"521 River Rouge Dr",895000,4,3.5,2733,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/521-River-Rouge-Dr-37209/home/189667752"
"1024 Sycamore Ests",899515,4,3.5,3194,"2025-06-01T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1024-Sycamore-Ests-37211/home/195831186"
"1118 Mcchesney Ave",899900,4,4,2540,"2025-04-03T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1118-McChesney-Ave-37216/home/108109826"
"1025 Sycamore Ests",900535,4,3.5,2766,"2025-06-03T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1025-Sycamore-Ests-37211/home/195831206"
"1029 Sycamore Ests",908790,4,3.5,3334,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1029-Sycamore-Ests-37211/home/195831201"
"1621 Boxwood Dr",919900,4,3.5,3008,"2025-06-05T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1621-Boxwood-Dr-37211/home/189664540"
"1212 Laurel St #507",920000,2,2,1146,"2025-04-08T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1212-Laurel-St-37203/unit-507/home/102803753"
"1804 Russell St",925000,3,2,1850,"2025-06-04T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1804-Russell-St-37206/home/83335031"
"1815A Shackleford Rd",939900,4,3.5,2609,"2025-06-04T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1815A-Shackleford-Rd-37215/home/146109375"
"1016 Sycamore Ests",949962,5,3.5,3750,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1016-Sycamore-Ests-37211/home/195831196"
"947 Greerland Dr",950000,3,2,1767,"2025-04-01T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/947-Greerland-Dr-37204/home/108132600"
"862 Bresslyn Rd",950000,3,2.5,2215,"2025-06-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/862-Bresslyn-Rd-37205/home/108080977"
"1039 Mitchell Rd Unit B",955000,2,1,1050,"2025-06-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1039-Mitchell-Rd-37206/unit-B/home/60750139"
"1020 Sycamore Ests",962370,4,3.5,3435,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1020-Sycamore-Ests-37211/home/195831199"
"1622 S Observatory Dr",970000,4,2.5,2895,"2025-06-24T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1622-S-Observatory-Dr-37215/home/68858032"
"704 Sills Ct",999500,4,3,2328,"2025-06-17T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/704-Sills-Ct-37220/home/68858173"
"2514 Fairfax Ave",999999,4,3.5,3886,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2514-Fairfax-Ave-37212/home/87805571"
"4206 Kirtland Rd",1035000,4,3,2719,"2025-04-04T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4206-Kirtland-Rd-37215/home/108095633"
"205 Lone Oak Village Way",1050000,4,2.5,3460,"2025-06-13T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/205-Lone-Oak-Village-Way-37215/home/95649944"
"4307 Dakota Ave",1100000,3,2.5,2632,"2025-05-05T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4307-Dakota-Ave-37209/home/174898060"
"4185 Belmont Park Ter Unit A",1100000,3,2,2744,"2025-03-27T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4185-Belmont-Park-Ter-37215/unit-A/home/60677017"
"819 Forest Acres Dr",1100000,3,2,2242,"2025-05-27T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/819-Forest-Acres-Dr-37220/home/108007586"
"4306 Gray Oaks Dr",1125000,3,2.5,2665,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4306-Gray-Oaks-Dr-37204/home/87806104"
"1910A Valley Park Dr",1125000,3,3.5,3077,"2025-06-06T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1910-Valley-Park-Dr-37216/home/178257542"
"1400 Rosa L Parks Blvd #401",1150000,2,2.5,2741,"2025-04-14T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1400-Rosa-L-Parks-Blvd-37208/unit-401/home/89143476"
"1226 Martin St #4",1165000,3,3.5,1978,"2025-04-08T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1226-Martin-St-37203/unit-4/home/148400982"
"6212 Gardendale Dr",1188000,4,3,2955,"2025-05-27T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/6212-Gardendale-Dr-37215/home/108100848"
"4020 Utah Ave",1190000,3,2,2387,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/4020-Utah-Ave-37209/home/68805033"
"307 Chapel Ave",1200000,4,3.5,2600,"2025-03-28T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/307-Chapel-Ave-37206/home/108025511"
"1305 Burton Valley Rd",1200000,5,2,3200,"2025-05-02T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1305-Burton-Valley-Rd-37215/home/108045879"
"517A Continental Dr",1200000,4,4.5,3127,"2025-05-30T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/517-Continental-Dr-37209/home/195959358"
"206 Haverford Ave",1200000,4,2,2590,"2025-04-24T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/206-Haverford-Ave-37205/home/87816334"
"2001 June Dr",1225000,5,7,5535,"2025-04-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/2001-June-Dr-37214/home/60842838"
"1303 Edgewood Pl",1250000,4,4,3648,"2025-05-09T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/1303-Edgewood-Pl-37206/home/68854748"
"839B Dewees Ave",1270000,4,3.5,2373,"2025-06-21T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/839B-Dewees-Ave-37204/home/167151006"
"18 Foxhall Close",1280000,3,2.5,3093,"2025-04-29T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/18-Foxhall-Close-37215/home/60838650"
"946 Seymour Ave",1285018,5,4.5,3236,"2025-04-14T07:00:00Z","YES","https://www.redfin.com/TN/Nashville/946-Seymour-Ave-37206/home/107343663"
